1, 3/11/13,5042703,HD L06, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042601,63N, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042629,RITE AID 10651,335 ROUTE 25A,MILLER PLACE,NY,11764, 0000.01-, 0000.01-
1, 3/11/13,5042200,44, ,LONG ISLAND,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042536,RITE AID 1805,33-01 30TH AVENUE,Astoria,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042810,SUFFOLK 4, ,SUFFOLK,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042788,NYC 3, ,Manhattan,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042734,HD L37, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042358,107, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042350,149, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042764,618, ,AMITYVILLE,NY,11701, 0000.01-, 0000.01-
1, 3/11/13,5042760,SMITH AFF,PROOF DEPT,MATTITUCK,NY,11952, 0000.01-,0
1, 3/11/13,5042870,641, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042865,639, , , , , 0000.01-,0
1, 3/11/13,5042229,81, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042324,122, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042299,480, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042304,82, ,Staten Island,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042185,59, ,LONG ISLAND,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042168,47, ,LONG ISLAND,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042164,DHL GLOBAL FORWARDING,1 SLATER DR,ELIZABETH,NJ,7206, 0000.01-,0
1, 3/11/13,5042133,TRUCK #3 DAILY USAGE, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042765,619, ,NORTHPORT,NY,11768, 0000.01-, 0000.01-
1, 3/11/13,5042305,83, ,Manhattan,NY, , 0000.01-,0
1, 3/11/13,5042134,TRUCK #4 DAILY USAGE, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042867,CAPITAL ONE BANK,9025 Route 25,MATTITUCK,NY,11952, 0000.01-,0
1, 3/11/13,5042790,NYC 5, ,Manhattan,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042306,60A, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042494,503, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042516,526, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042613,RITE AID 10625,729 SUNRISE HWY,WEST BABYLON,NY,11704, 0000.01-, 0000.01-
1, 3/11/13,5042493,502, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042473,60P, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042549,RITE AID 4428,186-16 99TH STREET,Flushing,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042477,60T, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042723,HD L26, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042727,HD L30, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042578,RITE AID 4856,122-02 LIBERTY AVENUE,S.RICHMOND HILLS,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042616,RITE AID 10654,4500 SUNRISE HWY,OAKDALE,NY,11769, 0000.01-, 0000.01-
1, 3/11/13,5042515,525, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042823,626, ,Manhattan,NY, , 0000.01-,0
1, 3/11/13,5042597,440, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042625,RITE AID 10658,593 OLD TOWN ROAD,TERRYVILLE,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042574,RITE AID 4610,89-10 JAMAICA AVENUE,Woodhaven,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042612,RITE AID 10623,1200 DEER PARK AVENUE,NORTH BABYLON,NY,11703, 0000.01-, 0000.01-
1, 3/11/13,5042565,RITE AID 7903,9108 ROOSEVELT AVENUE,JACKSON HEIGHTS,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042740,CAPITAL ONE OPC,9025 MAIN RD,MATTITUCK,NY,11952, 0000.01-, 0000.01-
1, 3/11/13,5042472,60N, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042312,51, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042697,WALMART L.I. 1, ,HAUPPAUGE,NY,11788,5,5
1, 3/11/13,5042539,RITE AID 3581,85-10 NORTHERN BOULEVARD,JACKSON HEIGHTS,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042492,501, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042467,60D, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042804,NASSAU 5, ,PLAINVIEW,NY,11803, 0000.01-, 0000.01-
1, 3/11/13,5042528,TXX,425 OSER AVE,HAUPPAUGE,NY,11788, 0000.01-, 0000.01-
1, 3/11/13,5042758,611, ,MAHATTAN,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042622,RITE AID 10638,371 HORSEBLOCK ROAD,FARMINGVILLE,NY,11738, 0000.01-, 0000.01-
1, 3/11/13,5042479,60W, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042533,RITE AID 862,200 BRIDGEHAMPTON COMMONS,BRIDGEHAMPTON,NY,11932, 0000.01-, 0000.01-
1, 3/11/13,5042548,RITE AID 4227,161 MAIN STREET,W. Hampton Beach,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042505,514, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042640,RITE AID 10613,498 HEMPSTEAD TURNPIKE,WEST HEMPSTEAD,NY,11552, 0000.01-, 0000.01-
1, 3/11/13,5042562,RITE AID 4902,600 NORTH WELLWOOD AVENUE,LINDENHURST,NY,11757, 0000.01-, 0000.01-
1, 3/11/13,5042463,60H, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042396,63P, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042232,92, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042228,80, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042872,643, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042879,650, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042864,638, , , , , 0000.01-,0
1, 3/11/13,5042737,HD L43, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042353,102,4250 JERUSALEM AVE,MASSAPEQUA,NY,11758, 0000.01-, 0000.01-
1, 3/11/13,5042801,NASSAU 2, ,PLAINVIEW,NY,11803, 0000.01-, 0000.01-
1, 3/11/13,5042787,NYC 2, ,Manhattan,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042223,73, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042567,RITE AID 1809,222-14 LINDEN BOULEVARD,Cambria Heights,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042861,635, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042357,106, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042349,148, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042763,615, ,Staten Island,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042768,SAMEDAY 16, , , , , 0000.01-,0
1, 3/11/13,5042392,RT 22, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042369,118, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042315,442, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042360,109, ,L.I., , , 0000.01-,0
1, 3/11/13,5042288,LINE HAUL,LONG ISLAND TO ALBANY MON-FRI, , , , 0000.01-, 0000.01-
1, 3/11/13,5042256,NEXTDAY 41, , ,NJ, , 0000.01-,0
1, 3/11/13,5042236,97, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042175, MAIL,275 BROADHOLLOW ROAD,MELVILLE,NY,11747, 0000.01-,0
1, 3/11/13,5042753,CAPITAL ONE MAILROOM, ,MATTITUCK,NY,11952, 0000.01-,0
1, 3/11/13,5042594,423, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042481,455, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042502,511, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042518,528, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042513,523, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042886,CAPITAL ONE, ,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
1, 3/11/13,5042339,137, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042164,DHL GLOBAL FORWARDING,1 SLATER DR,ELIZABETH,NJ,7206, 0000.01-, 0000.01-
1, 3/11/13,5042701,HD L04, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042554,RITE AID 4858,46-12 GREENPOINT AVENUE,Sunnyside,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042576,RITE AID 4836,245-14 FRANCIS LEWIS BLVD.,ROSEDALE,NY,11422, 0000.01-, 0000.01-
1, 3/11/13,5042717,HD L20, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042585,408, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042713,HD L16, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042330,128, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042316,445, , , , , 0000.01-,0
1, 3/11/13,5042614,RITE AID 10624,369 LITTLE EAST NECK ROAD,WEST BABYLON,NY,11704, 0000.01-, 0000.01-
1, 3/11/13,5042214,16, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042754,RITE AID,1351 CONEY ISLAND AVE,Brooklyn,NY, , 0000.01-,0
1, 3/11/13,5042839,SAMEDAY 45, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042209,9, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042721,HD L24, ,L.I.,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042370,119, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042365,114, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042545,RITE AID 3984,82-13 37TH AVENUE,JACKSON HEIGHTS,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042833,HATTERESS PRESS, ,EATONTOWN,NJ, , 0000.01-, 0000.01-
1, 3/11/13,5042325,123, , , , , 0000.01-,0
1, 3/11/13,5042244,CAPITAL ONE OPERATION CTR,9025 MAIN RD,MATTITUCK,NY,11952, 0000.01-, 0000.01-
1, 3/11/13,5042876,647, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042869,640, , , , , 0000.01-,0
1, 3/11/13,5042805,NASAU 6, ,PLAINVIEW,NY,11803, 0000.01-, 0000.01-
1, 3/11/13,5042883,654, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042798,QUEENS 2, ,Queens,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042393,RT 23, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042890,CAPITAL ONE CTR,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094, 0000.01-,0
1, 3/11/13,5042356,105, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042352,101, ,L.I, , , 0000.01-, 0000.01-
1, 3/11/13,5042328,126, , , , , 0000.01-,0
1, 3/11/13,5042388,60B, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042343,142, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042338,136, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042208,8, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042194,38, ,LONG ISLAND,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042180,54, ,LONG ISLAND,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042133,TRUCK #3 DAILY USAGE, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042569,RITE AID 3235,2260 JERUSALEM AVENUE,BELLMORE,NY,11710, 0000.01-, 0000.01-
1, 3/11/13,5042735,HD L40, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042761,613, ,Manhattan,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042300,490, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042140,TXX SERVICES,463 BARELL AVE,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042885,CAPITAL ONE CTR,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
1, 3/11/13,5042679,RITE AID 10557,255-01 UNION TURNPIKE,Glen Oaks,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042786,NYC 1, ,Manhattan,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042856,631, ,Brooklyn,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042520,530, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042667,RITE AID 10600,50-01 ROOSEVELT AVENUE,Woodside,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042648,RITE AID 10618,168 N. VILLAGE AVENUE,Rockville Center,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042811,EAST END, ,SOUTHOLD,NY,11971, 0000.01-,0
1, 3/11/13,5042537,RITE AID 2002,518 JEFFERSON PLAZA,PORT JEFFERSON,NY,11777, 0000.01-, 0000.01-
1, 3/11/13,5042704,HD L07, ,L.I.,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042697,WALMART L.I. 1, ,HAUPPAUGE,NY,11788,5,5
1, 3/11/13,5042495,504, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042626,RITE AID 10637,226  25A,EAST SETAUKET,NY,11733, 0000.01-, 0000.01-
1, 3/11/13,5042728,HD L31, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042617,RITE AID 10661,101 MAIN STREET,SAYVILLE,NY,11782, 0000.01-, 0000.01-
1, 3/11/13,5042741,TXX,425 B OSER AVE,HAUPPAUGE,NY,11788, 0000.01-, 0000.01-
1, 3/11/13,5042575,RITE AID 4693,78-14 LINDEN BOULEVARD,Howard Beach,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042540,RITE AID 3626,158-02 UNION TURNPIKE,Flushing,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042534,RITE AID 1203,178 NEW HYDE PARK ROAD,FRANKLIN SQUARE,NY,11010, 0000.01-, 0000.01-
1, 3/11/13,5042484,62N, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042290,498, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042692,FUJI  021, , , , , 0000.01-,0
1, 3/11/13,5042683,RITE AID 10590,19-23 UTOPIA PARKWAY,Whitestone,NY, , 0000.01-,0
1, 3/11/13,5042860,634, ,HAUPPAUGE,NY,11788, 0000.01-, 0000.01-
1, 3/11/13,5042716,HD L19, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042671,RITE AID 10605,583 GRANDVIEW AVENUE,Ridgewood,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042816,SAMEDAY 21, , , , , 0000.01-,0
1, 3/11/13,5042552,RITE AID 4848,39-20 BELL BOULEVARD,Bayside,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042708,HD L11, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042543,RITE AID 3881,27-07 FRANCIS LEWIS BOULEVARD,Bayside,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042487,CARDINAL ROUTE 060, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042608,60J, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042749,CAPITAL ONE OPC,9025 MAIN RD,MATTITUCK,NY,11952, 0000.01-, 0000.01-
1, 3/11/13,5042584,407, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042571,RITE AID 3865,218-35 HEMPSTEAD AVENUE,QUEENS VILLAGE,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042497,506, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042490,400, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042882,653, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042644,RITE AID 10561,961-3 PORT WASHINGTON BLVD.,PORT WASHINGTON,NY,11050, 0000.01-, 0000.01-
1, 3/11/13,5042635,RITE AID 10629,2815 JERUSALEM AVENUE,BELLMORE,NY,11710, 0000.01-, 0000.01-
1, 3/11/13,5042580,401, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042469,60F, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042465,594, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042720,HD L23, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042712,HD L15, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042820,623,MIDDAY,HAUPPAUGE,NY,11788, 0000.01-, 0000.01-
1, 3/11/13,5042511,521, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042687,RITE AID 10588,1508 COLLEGE POINT BLVD.,COLLEGE POINT,NY,11356, 0000.01-, 0000.01-
1, 3/11/13,5042675,RITE AID 10563,31-09 DITMARS BLVD.,Astoria,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042807,SUFFOLK 1, ,SUFFOLK,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042800,NASSAU 1, ,PLAINVIEW,NY,11803, 0000.01-, 0000.01-
1, 3/11/13,5042519,529, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042366,115, ,L.I., , , 0000.01-, 0000.01-
1, 3/11/13,5042586,409, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042632,RITE AID 10671,864 MIDDLE COUNTRY ROAD,MIDDLE ISLAND,NY,11953, 0000.01-, 0000.01-
1, 3/11/13,5042558,RITE AID 4866,95-14 63RD DRIVE,Rego Park,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042559,RITE AID 4868,71-18 KISSENA BOULEVARD,Flushing,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042747,CAPITAL ONE OPERATION CTR,9025 MAIN RD,MATTITUCK,NY,11952, 0000.01-, 0000.01-
1, 3/11/13,5042743,63Q, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042870,641, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042866,CAPITAL ONE BANK,9025 ROUTE 25,MATTITUCK,NY,11952, 0000.01-, 0000.01-
1, 3/11/13,5042134,TRUCK #4 DAILY USAGE, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042664,RITE AID 10672,263 WILLIAM FLOYD PARKWAY,WATER MILL,NY,11976, 0000.01-, 0000.01-
1, 3/11/13,5042663,RITE AID 10673,803 MONTAUK HIGHWAY,WATER MILL,NY,11976, 0000.01-, 0000.01-
1, 3/11/13,5042662,RITE AID 10612,215 FOREST AVENUE,GLEN COVE,NY,11542, 0000.01-, 0000.01-
1, 3/11/13,5042652,RITE AID 10619,31-99 LONG BEACH ROAD,OCEANSIDE,NY,11572, 0000.01-, 0000.01-
1, 3/11/13,5042762,614, ,UP STATE, , , 0000.01-,0
1, 3/11/13,5042649,RITE AID 10616,400 SUNRISE HIGHWAY,LYNBROOK,NY,11563, 0000.01-, 0000.01-
1, 3/11/13,5042627,RITE AID 10662,17 COLLEGE PLAZA,SELDEN,NY,11784, 0000.01-, 0000.01-
1, 3/11/13,5042693,RITE AID 4768,210 POST AVENUE,WESTBURY,NY,11590, 0000.01-, 0000.01-
1, 3/11/13,5042553,RITE AID 4852,71-14 AUSTIN STREET,Forest Hills,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042498,507, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042688,RITE AID 10607,102-3 ATLANTIC AVENUE,Ozone Park,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042238,99, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042591,420, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042661,RITE AID 10655,273 PINE HOLLOW ROAD,OYSTER BAY,NY,11771, 0000.01-, 0000.01-
1, 3/11/13,5042582,405, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042651,RITE AID 10615,23 EAST PARK AVENUE,LONG BEACH,NY,11561, 0000.01-, 0000.01-
1, 3/11/13,5042825,628, ,BRONX+NYC,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042681,RITE AID 10592,43-20 BELL BLVD.,Bayside,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042389,141, , , , , 0000.01-,0
1, 3/11/13,5042857,632, ,Manhattan,NY, , 0000.01-,0
1, 3/11/13,5042780,RTE NJ 1B, ,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
1, 3/11/13,5042219,67, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042821,624,MIDDAY,HAUPPAUGE,NY,11788, 0000.01-, 0000.01-
1, 3/11/13,5042689,RITE AID 10608,96-02 ATLANTIC AVENUE,Ozone Park,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042775,TXX NJ,463 BARELL AVE,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042524,SECAUCUS OPS,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
1, 3/11/13,5042698,HD L01, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042669,RITE AID 10596,75-75 31ST AVENUE,EAST ELMHURST,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042637,RITE AID 10648,5125 MERRICK ROAD,MASSAPEQUA PARK,NY,11762, 0000.01-, 0000.01-
1, 3/11/13,5042714,HD L17, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042873,644, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042310,48, ,LONG ISLAND,NY, , 0000.01-,0
1, 3/11/13,5042301,149, , , , , 0000.01-,0
1, 3/11/13,5042656,RITE AID 10635,293 CLAYPITTS ROAD,EAST NORTHPORT,NY,11731, 0000.01-, 0000.01-
1, 3/11/13,5042658,RITE AID 10641,283 WEST JERICHO TURNPIKE,HUNTINGTON STA.,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042500,509, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042797,QUEENS 1, ,Queens,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042773,TXX, ,CARLSTADT,NJ,7072, 0000.01-, 0000.01-
1, 3/11/13,5042631,RITE AID 10670,195 MAIN ROAD,MATTITUCK,NY,11952, 0000.01-, 0000.01-
1, 3/11/13,5042599,592, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042507,517, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042783,RTE NJ 4, ,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
1, 3/11/13,5042589,416, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042557,RITE AID 4865,32-87  STEINWAY ST,Astoria,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042460,64R, , , , , 0000.01-, 0000.01-
1, 3/11/13,5042730,HD L33, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042344,143, , , , , 0000.01-,0
1, 3/11/13,5042181,55, ,LONG ISLAND,NY, , 0000.01-, 0000.01-
1, 3/11/13,5042541,RITE AID 3809,66-54 FRESH POND ROAD,RIDGEWOOD,NY,11385, 0000.01-, 0000.01-
1, 3/11/13,5042709,HD L12, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042706,HD L09, ,L.I.,NY, , 0000.01-,0
1, 3/11/13,5042335,133, , , , , 0000.01-,0
1, 3/11/13,5042813,CAPITAL ONE OPC,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
1, 3/11/13,5042550,RITE AID 4499,57-16 99TH STREET,CORONA,NY,11368, 0000.01-, 0000.01-
1, 3/11/13,5042641,RITE AID 10556,14 HEMPSTEAD TURNPIKE,ELMONT,NY,11003, 0000.01-, 0000.01-
1, 3/11/13,5042623,RITE AID 10650,700 PATCHOGUE YAPHANK ROAD,MEDFORD,NY,11763, 0000.01-, 0000.01-
1, 3/11/13,5042895,CAPITAL ONE,425 MEADOWLAND PKWY,SECAUCUS,NJ,7094, 0000.01-, 0000.01-
8, 3/11/13,5045713,MERCY MEDICAL CENTER,1000 N. VILLAGE AVENUE,ROCKVILLE CENTRE,NY,11570-1000,0,0
8, 3/11/13,5045111,CHEM RX-LONG BEACH,790 PARK PLACE,LONG BEACH,NY,11561-2111,0,0
76, 3/11/13,5042749,CAPITAL ONE OPC,9025 MAIN RD,MATTITUCK,NY,11952,15,15
76, 3/11/13,5042748,CAPITAL ONE,9025 MAIN RD,MATTITUCK,NY,11952,25,25
99, 3/11/13,5042144,TXX,365 oser ave,HAUPPAUGE,NY,11788,200,200
289, 3/11/13,5042176,TXX,365 OSER AVE,HAUPPAGUE, , , 0000.01-, 0000.01-
322, 3/11/13,5045607,ALEXANDER INFUSION LLC(LTC(Z),75 NASSAU TERMINAL ROAD,NEW HYDE PARK,NY,11040-4927,19.6,9.99
322, 3/11/13,5042645,RITE AID 10562,21 SOUNDVIEW MARKET PLACE,PORT WASHINGTON,NY,11050,5,5
322, 3/11/13,5042647,RITE AID 10558,152 MIDDLE NECK ROAD,GREAT NECK,NY,11023,5,5
322, 3/11/13,5045606,ALEXANDER INFUSION LLC(Z),75 NASSAU TERMINAL ROAD,NEW HYDE PARK,NY,11040-4927,19.6,9.99
322, 3/11/13,5042646,RITE AID 10559,392-410 PLANDOME ROAD,MANHASSET,NY,11030,5,5
322, 3/11/13,5042178,52, ,LONG ISLAND,NY, ,70,70
322, 3/11/13,5042820,623,MIDDAY,HAUPPAUGE,NY,11788,60,60
322, 3/11/13,5042644,RITE AID 10561,961-3 PORT WASHINGTON BLVD.,PORT WASHINGTON,NY,11050,5,5
322, 3/11/13,5045605,MANHASSET PARK DRUG CORP(X),290 PLANDOME ROAD,MANHASSET,NY,11030-2327,19.6,9.99
322, 3/11/13,5042491,500, , , , ,8,8
322, 3/11/13,5045608,SINA DRUG CORP(X)(B),225 COMMUNITY DRIVE STE 100,GREAT NECK,NY,11021-5506,19.6,9.99
322, 3/11/13,5042555,RITE AID 4861,50 GREAT NECK ROAD,GREAT NECK,NY,11023,5,5
322, 3/11/13,5042245,CAPITAL ONE BANK,425 Meadowlands Pkwy,SECAUCUS,NJ,7094,70,70
357, 3/11/13,5045604,PARUL PHARMACY INC(GNP)(B),48 LOWELL AVENUE,ISLIP TERRACE,NY,11752-1415,13.72,6.99
357, 3/11/13,5042618,RITE AID 10634,328 MAIN STREET,EAST ISLIP,NY,11730,5,5
357, 3/11/13,5042611,RITE AID 10643,1968 VETRANS HWY.,CENTRAL ISLIP,NY,11722,5,5
357, 3/11/13,5042617,RITE AID 10661,101 MAIN STREET,SAYVILLE,NY,11782,5,5
357, 3/11/13,5042186,30, ,LONG ISLAND,NY, ,135,135
357, 3/11/13,5042828,SAMEDAY 19, , ,NY, ,10,10
357, 3/11/13,5042148,648, , , , ,60,60
357, 3/11/13,5042616,RITE AID 10654,4500 SUNRISE HWY,OAKDALE,NY,11769,5,5
357, 3/11/13,5045603,CIVA DRUGS CORP (X)(B),761 SUFFOLK AVENUE,BRENTWOOD,NY,11717-4409,13.72,6.99
443, 3/11/13,5042200,44, ,LONG ISLAND,NY, ,90,90
443, 3/11/13,5045699,"NEEMA PHARMACY, INC",18 ATLANTIC AVENUE,LYNBROOK,NY,11563-3024,13.72,6.99
443, 3/11/13,5042650,RITE AID 10620,198 WEST MERRICK ROAD,VALLEY STREAM,NY,11580,5,5
